ID,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice
1368,60,10320,5,1912,1991,0,0,451,451,759,0,759,1,0,5,0,2,576,40,0,85000
1369,60,10320,3,1915,1950,0,0,536,536,808,536,1344,2,0,8,0,0,0,42,0,82375
1370,60,10320,6,1906,1995,0,0,756,756,756,713,1469,1,0,7,0,1,216,57,0,135000
1371,82,9488,5,1947,1993,0,0,1046,1046,1054,0,1054,1,0,6,0,1,240,0,60,124000
1372,55,8250,5,1968,1968,0,250,210,952,1211,0,1211,1,0,5,1,1,322,0,63,134000
1373,115,21286,5,1948,1950,0,0,720,720,720,551,1271,2,0,7,1,1,312,0,0,135000
1374,80,17120,4,1959,1959,0,0,0,0,1120,468,1588,2,0,7,1,2,680,0,59,134432
1375,62,10106,5,1940,1999,0,351,112,644,808,547,1355,2,0,6,0,0,0,140,0,127500
1376,0,11235,5,1963,1963,0,784,197,981,1075,0,1075,1,0,6,0,2,440,64,0,148000
1377,70,11200,5,1965,1965,0,906,134,1040,1040,0,1040,1,0,5,0,1,384,0,0,129500
1378,80,13014,6,1978,1978,39,528,480,1008,1096,0,1096,1,0,6,1,2,484,168,0,157500
1379,0,7162,5,1966,1966,41,0,876,876,904,0,904,1,0,6,0,1,408,0,0,109900
1380,68,10265,5,1967,2005,0,758,234,992,992,0,992,1,0,6,0,1,294,204,0,145000
1381,57,9764,5,1967,2003,0,702,192,894,894,0,894,1,0,5,0,2,450,0,0,130000
1382,0,7703,6,1978,1978,40,450,0,450,1034,0,1034,1,0,6,1,2,504,311,0,153000
1383,0,9981,5,1967,1967,340,221,852,1073,1073,0,1073,1,0,6,0,1,270,0,90,120000
1384,0,7400,5,1984,1984,0,104,0,1060,1126,0,1126,1,0,5,0,2,506,178,0,152000
1385,60,12900,4,1969,1969,0,1198,0,1198,1258,0,1258,0,2,6,0,2,400,120,0,108959
1386,60,12900,5,1920,1950,0,1300,0,1300,1140,0,1140,1,0,6,0,2,400,0,0,95541
1387,0,9000,5,1959,1959,0,288,718,1006,1006,0,1006,1,0,5,0,0,0,0,24,80000
1388,0,8544,5,1966,2006,0,0,1228,1228,1228,0,1228,1,1,6,0,1,271,0,65,149350
1389,94,9239,5,1963,2003,0,634,326,960,960,0,960,1,0,6,0,1,300,168,0,144900
1390,88,14175,6,1956,1956,0,776,212,988,1188,0,1188,1,0,4,1,2,621,102,89,185000
1391,0,13284,5,1954,1954,0,1064,319,1383,1383,0,1383,1,0,6,1,1,354,511,116,165000
1392,0,13500,6,1960,1975,0,429,93,1602,1252,0,1252,1,0,4,1,2,564,409,0,235000
1393,85,13825,5,1958,1987,0,0,533,533,1021,580,1601,1,0,6,0,1,300,280,34,140000
1394,60,10200,5,1940,1997,0,0,672,672,672,0,672,1,0,4,0,1,240,168,0,108000
1395,0,10532,5,1960,1960,275,988,0,988,1721,0,1721,2,0,7,2,2,626,50,84,145000
1396,63,8375,5,1941,1973,0,336,240,576,864,486,1350,1,1,6,0,3,627,0,0,152400
1397,0,10200,5,1970,1970,0,704,160,864,904,0,904,1,0,5,0,3,912,143,0,144000
1398,0,2887,6,1996,1997,0,1003,288,1291,1291,0,1291,1,0,6,1,2,431,307,0,173000
1399,83,10005,7,1977,1977,299,392,768,1160,1156,866,2022,2,1,8,1,2,505,288,117,192000
1400,82,20270,7,1979,1979,0,599,925,1524,1524,0,1524,2,0,7,2,2,478,140,0,245000
1401,73,39104,7,1954,2005,0,226,96,1385,1363,0,1363,1,0,5,2,2,439,81,0,241500
1402,0,53227,4,1954,1994,0,1116,248,1364,1663,0,1663,1,0,6,2,2,529,224,137,256000
1403,124,11512,6,1959,2006,84,719,300,1019,1357,0,1357,1,0,5,1,1,312,0,0,177000
1404,50,5190,7,1948,1950,0,0,570,570,617,462,1079,1,0,5,1,1,249,135,0,125600
1405,85,10452,6,1953,1953,216,500,594,1094,1094,0,1094,1,0,5,2,2,495,0,0,155000
1406,75,45600,6,1908,1997,0,0,907,907,1307,1051,2358,3,0,10,1,2,360,486,40,240000
1407,85,19550,5,1940,2007,0,1035,545,1580,1518,0,1518,1,0,5,2,0,0,0,39,260000
1408,66,21780,6,1918,1950,0,0,1163,1163,1163,511,1674,2,0,8,1,2,396,72,36,185000
1409,120,13728,6,1935,1986,0,626,501,1127,1236,872,2108,2,0,7,2,2,540,0,0,235000
1410,68,9571,5,1956,1956,0,870,639,1509,1509,0,1509,1,0,6,1,1,322,158,0,159900
1411,50,9350,5,1975,1975,0,864,0,864,864,0,864,1,0,4,0,0,0,0,0,99600
1412,50,9360,6,1962,2001,216,324,297,621,621,648,1269,1,1,7,0,1,280,0,236,134500
1413,50,8405,5,1900,1950,0,241,229,861,961,406,1367,1,0,7,0,1,384,0,130,119000
1414,70,7000,5,1910,1991,0,969,148,1117,820,527,1347,1,0,5,0,0,0,85,0,107500
1415,68,10880,5,1950,1950,0,1040,124,1164,1164,0,1164,1,0,5,0,1,240,0,48,125000
1416,60,9600,6,1924,1950,0,0,572,572,572,524,1096,1,0,5,0,0,0,0,8,79000
1417,60,9084,5,1941,1950,0,236,0,616,616,495,1111,1,0,5,0,1,200,48,0,95000
1418,86,11839,7,1990,1990,99,1085,390,1475,1532,797,2329,2,1,10,1,2,514,192,121,262280
1419,0,9771,6,1995,2002,190,779,298,1077,1093,1721,2814,2,1,9,1,2,614,48,32,260000
1420,80,9938,7,1994,1994,251,1271,331,1602,1626,0,1626,2,1,7,1,2,534,424,40,226500
1421,0,14171,7,1993,1994,0,355,457,812,1101,1099,2200,2,1,9,1,2,453,168,98,225000
1422,85,10541,7,1996,1996,0,0,672,672,1302,735,2037,2,1,8,1,2,472,100,33,229000
1423,65,10616,7,2007,2007,0,0,628,628,628,728,1356,2,1,6,1,2,484,100,24,177439
1424,65,9345,8,2007,2007,156,0,1615,1615,1615,0,1615,2,0,7,1,3,864,168,30,248500
1425,91,11778,9,2008,2008,554,2085,186,2271,2276,0,2276,2,0,7,2,3,1348,0,0,475000
1426,91,11778,9,2008,2008,402,1153,598,1751,1766,0,1766,2,1,8,2,3,874,216,36,395039
1427,59,11228,7,1993,1993,0,50,499,1080,1080,1017,2097,2,1,9,1,3,678,196,187,228000
1428,0,11454,8,1995,1995,302,770,631,1401,1511,0,1511,2,0,6,1,3,811,168,42,225000
1429,0,11500,6,1966,1966,0,262,197,1182,1643,0,1643,2,0,6,1,2,438,339,0,195000
1430,79,12798,6,1997,1997,0,462,154,616,616,1072,1688,2,1,8,0,2,603,403,114,200000
1431,65,9750,5,1994,1994,0,722,268,990,990,0,990,1,0,5,0,2,528,168,0,155000
1432,75,9525,5,1995,2006,0,0,1099,1099,1099,0,1099,1,1,6,0,1,352,278,0,144000
1433,57,9245,5,1994,1995,0,686,304,990,990,0,990,1,0,5,0,2,672,0,0,145000
1434,0,8696,7,1997,1998,150,1308,110,1418,1418,0,1418,2,0,5,1,2,558,208,110,226001
1435,0,13142,6,1997,1997,128,688,176,864,872,899,1771,2,1,6,0,2,600,0,96,215700
1436,68,8998,7,2000,2000,120,527,255,782,782,870,1652,2,1,6,0,2,532,0,70,207500
1437,68,9179,7,1999,1999,158,633,240,873,882,908,1790,2,1,7,0,2,588,0,88,193000
1438,57,8924,7,1998,1999,0,0,880,880,880,844,1724,2,1,8,0,2,527,120,155,188000
1439,93,9382,7,1999,2000,125,0,1468,1468,1479,0,1479,2,0,6,0,2,577,120,25,191000
1440,88,12803,7,2002,2002,99,922,572,1494,1494,0,1494,2,0,6,1,2,530,192,36,221000
1441,80,12435,7,2001,2001,172,361,602,963,963,829,1792,2,1,7,1,2,564,0,96,231500
1442,75,12192,7,2000,2001,0,663,265,928,928,895,1823,2,1,6,0,2,626,192,36,235000
1443,68,11250,7,2001,2002,162,486,434,920,920,866,1786,2,1,6,1,2,608,0,42,223500
1444,0,9200,5,1975,1980,0,280,167,938,938,0,938,1,0,5,0,1,308,145,0,130250
1445,65,8385,5,1977,1977,220,595,390,985,985,0,985,2,0,6,0,1,328,210,0,149900
1446,0,12250,5,1978,1978,180,781,83,864,1174,0,1174,1,0,5,0,2,528,211,0,158000
1447,0,10970,6,1978,1978,0,505,0,940,1026,0,1026,1,0,5,0,2,576,0,0,147000
1448,0,9216,5,1975,1975,176,294,782,1076,1076,0,1076,1,1,5,1,2,576,0,0,143195
1449,40,14330,5,1975,2001,0,88,180,864,1558,0,1558,2,0,5,0,2,440,140,0,163000
1450,88,7990,5,1975,1975,0,0,924,924,924,0,924,1,0,5,0,1,280,0,0,110000
1451,60,7180,5,1972,1972,0,390,474,864,864,0,864,1,0,5,0,1,352,0,0,127000
1452,60,7200,5,1972,1972,0,632,148,780,780,0,780,1,0,4,0,1,352,196,0,124900
1453,75,9742,8,2002,2002,281,0,1777,1777,1795,0,1795,2,0,7,1,2,534,171,159,230000
1454,75,9473,8,2002,2002,0,804,324,1128,1128,903,2031,2,1,7,1,2,577,0,211,237000
1455,0,10316,7,2000,2000,0,735,257,992,992,873,1865,2,1,7,1,3,839,0,184,235000
1456,0,10400,7,2001,2001,227,0,1257,1257,1290,871,2161,2,1,8,1,2,570,0,84,230500
1457,73,9066,8,1999,2000,320,668,336,1004,1004,848,1852,2,1,7,2,3,660,224,106,230000
1458,75,11404,7,1998,1999,202,252,901,1153,1153,878,2031,2,1,8,1,2,541,192,84,222500
1459,0,9240,8,2001,2002,396,0,1055,1055,1055,1208,2263,2,1,7,1,2,905,0,45,287000
1460,0,9720,9,2001,2002,134,1194,163,1357,1366,581,1947,2,1,7,1,3,725,168,116,274000
1461,0,14860,8,2002,2003,240,1538,240,1778,1786,0,1786,2,0,6,1,3,715,182,35,300000
1462,0,11250,8,2002,2002,0,0,1128,1128,1149,1141,2290,2,1,9,1,2,779,0,0,255900
1463,65,8158,7,2003,2003,252,550,334,884,884,884,1768,2,1,8,0,2,543,0,63,224900
1464,41,10905,7,2003,2003,0,0,1129,1129,1129,1198,2327,2,1,9,1,2,596,0,57,240000
1465,72,7226,7,2003,2003,0,0,798,798,798,842,1640,2,1,6,0,2,595,0,45,183000
1466,96,11690,8,1999,2000,192,0,850,850,886,878,1764,2,1,7,1,2,560,120,29,207000
1467,70,8750,7,1994,1995,0,642,273,915,933,975,1908,2,1,8,1,2,493,144,133,210000
1468,37,4435,6,2003,2003,170,686,162,848,848,0,848,1,0,3,0,2,420,140,0,136500
1469,0,4426,6,2004,2004,205,662,186,848,848,0,848,1,0,3,0,2,420,140,0,145000
1470,75,13125,6,1997,1998,215,994,484,1478,1493,0,1493,2,0,7,1,2,508,140,39,208900
1471,83,10126,6,1997,1998,0,1593,83,1838,1838,0,1838,2,0,8,0,3,721,160,67,185000
1472,70,9135,7,2002,2003,113,810,726,1536,1536,0,1536,2,0,7,0,2,532,192,74,214000
1473,65,8450,7,2003,2003,196,706,150,856,856,854,1710,2,1,8,0,2,548,0,61,208500
1474,75,9750,7,2004,2004,50,24,1421,1445,1445,0,1445,2,0,6,0,2,470,0,35,186500
1475,65,8450,7,2004,2004,266,946,490,1436,1436,0,1436,2,0,8,0,2,484,139,98,210000
1476,64,8320,7,2004,2004,0,490,280,770,770,812,1582,2,1,6,0,2,520,0,45,185900
1477,85,11049,8,2007,2007,0,0,1234,1234,1234,0,1234,2,0,7,0,2,484,0,30,179900
1478,85,11058,7,2007,2007,212,56,1508,1564,1564,0,1564,2,0,6,0,3,814,0,24,218836
1479,74,9627,7,2007,2007,0,24,1327,1351,1361,0,1361,2,0,6,0,2,610,0,50,193000
1480,63,8199,7,2005,2005,0,648,80,728,728,728,1456,2,1,7,1,2,410,36,18,189000
1481,0,4426,6,2004,2004,147,697,151,848,848,0,848,1,0,3,1,2,420,149,0,149300
1482,0,4426,6,2004,2004,147,697,151,848,848,0,848,1,0,3,1,2,420,149,0,141000
1483,0,4438,6,2004,2004,205,662,186,848,848,0,848,1,0,3,1,2,420,149,0,149000
1484,0,4438,6,2004,2004,169,662,186,848,848,0,848,1,0,4,1,2,420,140,0,144500
1485,67,8777,5,1910,1950,0,0,796,796,796,0,796,1,0,4,0,0,0,328,0,85000
1486,67,8777,5,1900,2003,0,1084,188,1272,1272,928,2200,2,2,9,0,0,0,0,70,145900
1487,75,9825,5,1966,1966,0,609,483,1092,1092,0,1092,1,0,6,0,1,264,259,0,123000
1488,75,9937,5,1965,1965,0,830,136,1256,1256,0,1256,1,1,6,0,1,276,736,68,147500
1489,64,12102,5,1976,1976,222,456,0,456,1033,0,1033,1,0,6,0,2,504,224,0,165000
1490,65,6500,6,1976,1976,84,1033,94,1127,1127,0,1127,1,1,6,1,2,480,0,0,135000
1491,63,13907,5,1940,1969,0,290,706,996,996,0,996,1,0,6,1,0,0,144,0,108000
1492,90,10012,4,1972,1972,0,920,38,1138,1181,0,1181,2,0,6,0,2,588,0,0,137500
1493,60,6931,7,2003,2004,92,0,746,746,760,896,1656,2,1,7,1,2,397,178,128,165400
1494,0,9638,6,1977,1977,0,368,541,1029,1117,0,1117,1,0,6,1,2,542,292,0,147000
1495,72,7200,6,1976,2001,0,288,396,684,684,714,1398,1,1,6,1,2,440,0,0,160500
1496,60,7024,4,2005,2005,0,1024,108,1132,1132,0,1132,1,1,5,0,2,451,252,64,176000
1497,123,47007,5,1959,1996,0,0,0,0,3820,0,3820,3,1,11,2,2,624,0,372,284700
1498,313,63887,10,2008,2008,796,5644,466,6110,4692,950,5642,2,1,12,3,2,1418,214,292,160000
1499,35,3675,6,2005,2005,80,459,88,547,1072,0,1072,1,0,5,0,2,525,0,28,148000
1500,65,6040,4,1955,1955,0,0,0,0,1152,0,1152,2,0,6,0,0,0,0,0,82000
1501,65,6012,4,1955,1955,0,0,0,0,1152,0,1152,2,0,6,0,0,0,0,0,82000
1502,92,12108,4,1955,1955,270,133,1307,1440,1440,0,1440,2,0,8,0,0,0,0,0,118000
1503,74,6845,4,1955,1955,58,0,0,0,1152,0,1152,2,0,6,0,0,0,0,0,82500
1504,56,6931,4,1955,1955,0,784,0,784,784,0,784,1,0,4,0,0,0,112,0,91900
1505,60,12180,5,1938,2007,0,0,585,585,585,468,1053,1,1,5,0,0,0,42,0,120000
1506,57,8050,5,1947,1993,0,0,0,0,929,208,1137,1,1,8,0,0,0,0,0,96000
1507,68,9520,4,1953,1953,115,767,144,911,930,0,930,1,0,5,0,1,286,134,0,99000
1508,70,11767,5,1946,1995,0,352,416,768,768,432,1200,1,0,6,0,1,240,0,0,130500
1509,60,8172,4,1954,1972,0,0,941,941,997,473,1470,2,0,7,0,1,548,0,0,135000
1510,59,16466,5,1955,1955,0,0,816,816,872,521,1393,1,1,8,0,1,300,121,0,135500
1511,62,7692,4,1954,1954,0,0,416,416,1204,0,1204,1,0,6,0,1,312,0,0,100000
1512,67,5142,4,1923,2008,0,224,725,949,949,343,1292,1,1,6,0,1,205,0,0,108000
1513,67,5604,5,1925,1950,0,468,396,864,864,0,864,1,0,5,0,0,0,0,0,98000
1514,45,8248,3,1914,1950,0,41,823,864,864,0,864,1,0,5,0,0,0,0,0,67000
1515,55,5687,5,1912,2000,0,210,570,780,936,780,1716,2,0,9,0,0,0,0,184,135900
1516,0,12155,6,1925,1950,0,156,516,672,810,672,1482,2,0,7,0,1,400,0,0,140000
1517,60,8400,5,1939,1997,0,378,342,720,1052,720,2192,2,1,8,1,1,240,262,24,179500
1518,60,8400,6,1925,1950,0,423,758,1181,1390,304,1694,2,0,7,1,2,576,342,0,136500
1519,60,7290,7,1921,1950,174,0,1228,1228,1424,0,1424,2,0,7,1,1,312,0,0,168000
1520,55,8525,5,1911,1950,0,0,940,940,1024,940,1964,1,1,7,0,0,0,0,192,130000
1521,51,9842,5,1921,1998,0,0,612,612,990,1611,2601,3,1,8,0,2,621,183,0,189000
1522,64,7804,6,1930,1950,0,281,0,960,960,960,1920,2,2,10,2,2,480,248,0,161900
1523,66,8969,6,1926,1950,0,379,265,644,672,644,1316,1,0,6,1,1,369,0,0,145000
1524,79,11526,6,1922,1994,0,0,588,588,1423,748,2555,2,0,11,1,2,672,431,0,191000
1525,63,15576,6,1915,1976,0,0,840,840,840,840,1680,2,0,8,0,1,308,0,0,177000
1526,63,15564,6,1914,1995,0,0,676,676,676,588,1264,1,0,6,0,2,400,424,0,147500
1527,52,6292,6,1930,1950,0,384,384,768,790,0,790,1,0,4,0,1,160,0,141,91000
1528,54,7609,8,1925,1997,0,406,392,798,798,714,1512,2,0,7,1,1,180,85,16,231000
1529,51,10480,6,1936,1950,0,0,1064,1064,1166,0,1639,1,0,6,0,1,240,0,0,115000
1530,0,9650,6,1923,1950,0,0,784,784,819,784,1603,1,0,7,1,2,599,0,217,138000
1531,60,7200,7,1931,2000,0,0,776,776,851,651,1502,1,1,6,1,1,270,0,0,149000
1532,74,11988,6,1934,1995,0,326,389,715,849,811,1660,1,1,6,1,1,240,0,0,188700
1533,0,11700,5,1937,1995,0,606,336,942,1265,673,1938,2,0,7,1,1,240,0,40,198000
1534,0,9260,5,1938,1950,0,0,884,884,932,442,1374,1,0,6,0,1,225,64,0,110000
1535,79,7801,6,1951,1951,88,500,591,1091,1091,0,1091,1,0,5,1,1,344,66,105,104000
1536,100,9670,8,1935,1950,40,210,398,608,983,890,1873,1,1,9,2,2,786,0,0,257076
1537,0,14100,8,1935,1997,632,192,536,728,1968,1479,3447,3,1,11,2,3,1014,314,12,381000
1538,0,15660,7,1939,2006,312,341,457,798,1137,817,1954,1,1,8,2,2,431,0,119,311500
1539,70,12392,7,1950,2000,0,435,397,832,1218,943,2161,2,1,8,2,2,506,0,96,263400
1540,56,26073,5,1956,1956,0,1116,782,1898,1898,0,1898,2,1,7,2,2,484,0,51,236500
1541,0,14778,6,1954,2006,72,728,568,1296,1640,0,1640,1,0,7,1,2,924,108,0,224000
1542,24,1879,6,1980,1980,0,366,150,516,516,516,1032,1,0,5,1,2,462,213,0,116500
1543,24,1950,6,1980,1980,0,81,23,716,716,840,1556,2,1,6,1,2,452,161,0,151000
1544,50,7000,6,1926,1998,0,299,555,894,919,0,919,1,0,5,0,1,195,0,0,126000
1545,60,6000,6,1940,2006,0,0,720,720,760,330,1090,1,0,5,0,1,240,0,0,120000
1546,40,3636,4,1922,1950,0,0,796,796,796,0,796,1,0,5,0,0,0,0,0,55000
1547,0,5890,6,1930,2007,0,538,278,816,816,0,816,1,0,5,0,1,432,0,0,120500
1548,71,6900,5,1940,1955,0,403,212,740,778,0,778,1,0,4,1,1,924,0,25,120500
1549,58,8155,5,1930,1950,0,0,780,780,780,420,1200,1,0,7,0,0,0,0,0,119000
1550,75,6000,5,1967,1967,0,257,367,624,1092,564,1656,1,1,7,1,1,288,0,180,126000
1551,60,7392,5,1930,1995,0,0,520,520,912,0,912,1,0,5,0,1,360,0,90,99500
1552,75,9000,5,1958,1958,162,330,821,1151,1151,804,1955,2,0,7,0,1,356,0,0,165500
1553,80,14584,1,1952,1952,0,0,0,0,733,0,733,1,0,4,0,2,487,0,0,13100
1554,60,5280,4,1895,1950,0,0,173,173,825,536,1361,1,0,6,0,1,185,0,123,89000
1555,50,8500,4,1920,1950,0,0,649,649,649,668,1317,1,0,6,0,1,250,0,54,40000
1556,52,5150,4,1910,2000,0,0,356,356,671,378,1049,1,0,5,0,1,195,0,0,80900
1557,120,18000,3,1935,1950,0,0,894,894,894,0,894,1,0,6,0,3,1248,0,20,81000
1558,60,9000,4,1920,1950,0,0,592,592,432,432,864,1,1,5,0,1,216,0,30,65000
1559,64,5587,8,2008,2008,186,1480,120,1600,1652,0,1652,2,0,5,1,2,482,162,53,392500
1560,44,3843,8,2007,2008,186,1476,120,1596,1648,0,1648,2,0,5,1,2,525,162,53,294464
1561,44,3811,7,2004,2005,174,1474,120,1594,1646,0,1646,2,0,5,1,2,482,128,53,250000
1562,44,3842,8,2004,2005,174,1373,221,1594,1646,0,1646,2,0,5,1,2,482,128,53,275000
1563,0,23730,7,1996,1997,668,700,1140,1840,2032,0,2032,3,0,7,0,3,786,0,46,300000
1564,0,13265,8,2002,2002,148,1218,350,1568,1689,0,1689,2,0,7,2,3,857,150,59,271000
1565,0,11050,7,1996,1997,0,0,910,910,910,910,1820,2,1,8,1,3,816,318,32,213000
1566,76,9880,6,1977,1977,0,522,574,1096,1118,0,1118,1,0,6,1,1,358,203,0,171000
1567,75,10125,6,1977,1977,0,641,276,1196,1279,0,1279,2,0,6,2,2,473,238,83,171500
1568,76,10260,5,1976,1976,0,0,0,0,936,936,1872,2,2,8,0,2,484,0,0,100000
1569,74,9990,4,1991,1991,0,1383,297,1680,1689,0,1689,2,0,6,1,2,432,428,120,228500
1570,0,164660,5,1965,1965,0,1249,103,1499,1619,167,1786,2,0,7,2,2,529,670,0,228950
1571,42,4084,7,1986,1986,340,893,384,1277,1501,0,1501,2,0,6,1,2,512,240,0,241500
1572,0,15498,8,1976,1976,0,1165,0,1565,2898,0,2898,2,0,10,1,2,665,0,72,287000
1573,74,11563,8,2006,2007,258,1036,482,1518,1537,0,1537,2,0,8,0,3,788,0,26,294000
1574,71,9520,8,2007,2008,338,1513,125,1638,1646,0,1646,2,0,7,1,3,800,192,44,293077
1575,107,12852,8,2007,2007,0,770,150,920,920,860,1780,2,1,6,1,2,612,0,192,264966
1576,73,9802,5,2006,2007,0,0,352,352,712,730,1442,2,1,6,0,2,400,100,0,172500
1577,73,9735,5,2006,2007,0,0,384,384,754,640,1394,2,1,7,0,2,400,100,0,167500
1578,81,12018,7,2008,2008,60,0,796,796,796,816,1612,2,1,6,0,3,666,0,64,218689
1579,75,12890,6,1989,1989,128,0,1495,1495,1495,0,1495,2,0,8,1,2,438,252,0,150000
1580,47,12416,6,1986,1986,132,1398,0,1606,1651,0,1651,2,0,7,1,2,616,192,0,184000
1581,93,18265,6,1986,1986,228,920,276,1256,1256,0,1256,2,0,6,1,2,578,282,0,180000
1582,85,10200,6,1988,1989,219,783,678,1461,1509,0,1509,2,0,5,1,2,600,224,0,175000
1583,82,11202,8,2003,2003,206,1029,403,1432,1440,0,1440,2,0,7,1,2,467,185,95,232500
1584,0,7915,6,1999,2000,0,1223,443,1666,1675,0,1675,2,0,6,0,2,435,165,52,195000
1585,85,12244,8,2003,2003,226,871,611,1482,1482,780,2262,2,1,10,2,3,749,168,0,305000
1586,79,11449,8,2007,2007,0,1011,873,1884,1728,0,1728,2,0,7,1,2,520,0,276,298751
1587,85,11447,8,2005,2006,674,1571,393,1964,1964,0,1964,2,1,7,1,3,892,0,265,370000
1588,97,8940,7,1997,1998,200,1309,35,1344,1344,0,1344,2,0,8,0,4,784,0,0,209200
1589,78,7060,7,1997,1998,200,1309,35,1344,1344,0,1344,2,0,8,0,4,784,0,0,206300
1590,77,9278,5,2007,2008,0,0,1092,1092,1092,0,1092,1,0,5,0,0,0,0,52,146000
1591,32,4500,6,1997,1997,197,864,325,1189,1189,0,1189,2,0,4,0,2,392,0,122,160500
1592,150,14137,4,1964,1964,98,865,88,1200,1200,0,1200,1,0,6,0,3,850,0,119,173000
1593,0,4224,5,1975,1975,0,769,271,1040,1040,0,1040,1,0,6,0,2,499,0,100,124000
1594,0,2665,5,1976,1976,0,0,264,264,616,688,1304,1,1,4,1,1,336,141,24,115000
1595,41,2665,5,1976,1976,0,318,232,550,925,550,1475,2,0,6,1,1,336,92,26,129500
1596,21,1974,4,1973,2006,0,501,25,526,526,462,988,1,0,5,0,1,297,120,101,105000
1597,21,1596,4,1973,1973,0,437,25,462,526,462,988,1,0,4,1,1,297,0,101,94900
1598,0,17979,5,1968,1968,0,785,328,1113,1160,0,1160,1,0,6,0,1,257,81,0,152500
1599,21,1477,6,1970,2007,0,358,188,546,546,546,1092,2,1,6,0,0,0,187,0,98000
1600,21,1890,4,1972,1972,0,495,135,630,630,0,630,1,0,3,0,0,0,88,0,81000
1601,100,21750,5,1954,1954,0,0,988,988,988,0,988,1,0,4,0,2,520,0,0,113000
1602,59,6490,5,1983,1983,0,534,282,816,816,0,816,1,0,4,0,1,264,315,0,128500
1603,37,6951,5,1984,1985,0,658,218,876,923,0,923,1,0,5,0,1,264,362,0,119500
1604,60,6600,5,1982,2008,0,641,175,816,816,0,816,1,0,5,1,1,264,0,0,130500
1605,60,6600,5,1982,2003,0,816,0,816,816,0,816,1,0,4,0,2,816,0,0,138000
1606,60,6600,5,1982,2005,0,638,207,845,845,0,845,1,0,6,0,1,264,0,0,134500
1607,75,12508,6,1940,1985,0,660,323,983,983,767,1750,2,0,7,0,1,423,245,0,160000
1608,74,12395,5,1984,1984,0,647,217,864,889,0,889,1,0,6,0,2,484,0,0,137500
1609,0,11075,5,1969,1969,232,562,29,784,1168,800,1968,2,1,7,1,2,530,305,189,172000
1610,0,56600,5,1900,1950,0,0,686,686,1150,686,1836,2,0,7,0,1,288,0,0,103000
1611,85,10667,6,1971,1971,302,838,749,1587,1587,0,1587,2,0,7,1,2,525,0,44,167300
1612,85,10628,7,1970,1970,0,778,499,1277,1277,0,1277,1,0,5,1,2,526,0,0,167000
1613,95,13651,7,1973,1973,1115,1880,343,2223,2223,0,2223,2,0,8,2,2,516,300,0,244000
1614,95,15865,8,1970,1970,0,351,1043,2217,2217,0,2217,2,0,8,1,2,621,81,207,268000
1615,0,12394,7,2003,2003,0,0,847,847,847,886,1733,2,1,7,1,2,433,100,48,225000
1616,0,10364,6,1995,1996,0,0,806,806,806,766,1572,2,1,7,1,2,373,0,40,168000
1617,0,13869,6,1997,1997,0,182,612,794,794,676,1470,2,0,6,0,2,388,0,75,177000
1618,57,8773,6,1997,1997,0,0,916,916,916,684,1600,2,1,7,1,2,460,100,38,169000
1619,56,8872,6,1997,1997,0,0,384,384,754,630,1384,2,1,7,1,2,390,0,0,161500
1620,41,5330,8,2000,2000,0,1196,298,1494,1652,0,1652,2,0,6,0,2,499,96,48,251000
1621,0,10147,6,1994,1994,32,186,206,392,924,770,1694,2,1,7,1,2,398,256,64,160000
1622,0,8637,6,1999,2000,0,871,52,923,947,767,1714,2,1,7,1,2,451,256,48,180000
1623,63,7875,7,1996,1996,0,414,277,691,691,862,1553,2,1,6,0,2,420,0,44,178750
1624,63,7875,7,1995,1996,38,0,1237,1237,1253,0,1253,2,0,6,1,2,402,220,21,176000
1625,60,7500,6,1999,2003,0,0,938,938,957,1342,2299,3,1,7,1,2,482,188,30,204000
1626,0,9556,7,1992,1993,52,0,1168,1168,1187,0,1187,2,0,6,0,2,420,0,21,160000
1627,0,10784,7,1991,1992,76,0,384,384,802,670,1472,2,1,7,1,2,402,164,0,160000
1628,0,9125,7,1992,1992,170,0,384,384,812,670,1482,2,1,7,1,2,392,100,25,163900
1629,0,7655,6,1993,1994,0,0,903,903,910,732,1642,2,1,7,1,2,392,290,84,168000
1630,160,18160,6,1964,1964,138,550,752,1302,1128,0,1128,1,0,6,1,2,480,0,108,154204
1631,0,3696,8,1986,1986,0,0,1074,1074,1088,0,1088,1,1,5,0,2,461,0,74,170000
1632,0,5062,7,1984,1984,0,828,180,1190,1190,900,2090,2,0,6,1,2,577,219,0,207500
1633,38,4740,8,1988,1988,0,248,918,1166,1179,0,1179,2,0,5,0,2,480,0,108,182000
1634,35,5118,8,1990,1990,0,926,386,1312,1321,0,1321,1,0,4,1,2,484,0,64,212000
1635,86,14157,9,2005,2006,200,1249,673,1922,1922,0,1922,2,0,8,1,3,676,178,51,377426
1636,98,12328,8,2005,2005,146,986,163,1149,1164,1377,2541,3,1,10,1,3,729,120,32,349265
1637,52,51974,9,2006,2007,710,1101,1559,2660,2338,0,2338,2,1,8,2,3,1110,0,135,591587
