Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice
0.0,11700,5,1937,1995,0.0,606.0,336.0,942.0,1265,673,1938,2,0,7,1,1.0,240.0,0,40,198000
0.0,9260,5,1938,1950,0.0,0.0,884.0,884.0,932,442,1374,1,0,6,0,1.0,225.0,64,0,110000
79.0,7801,6,1951,1951,88.0,500.0,591.0,1091.0,1091,0,1091,1,0,5,1,1.0,344.0,66,105,104000
100.0,9670,8,1935,1950,40.0,210.0,398.0,608.0,983,890,1873,1,1,9,2,2.0,786.0,0,0,257076
0.0,14100,8,1935,1997,632.0,192.0,536.0,728.0,1968,1479,3447,3,1,11,2,3.0,1014.0,314,12,381000
0.0,15660,7,1939,2006,312.0,341.0,457.0,798.0,1137,817,1954,1,1,8,2,2.0,431.0,0,119,311500
70.0,12392,7,1950,2000,0.0,435.0,397.0,832.0,1218,943,2161,2,1,8,2,2.0,506.0,0,96,263400
56.0,26073,5,1956,1956,0.0,1116.0,782.0,1898.0,1898,0,1898,2,1,7,2,2.0,484.0,0,51,236500
0.0,14778,6,1954,2006,72.0,728.0,568.0,1296.0,1640,0,1640,1,0,7,1,2.0,924.0,108,0,224000
24.0,1879,6,1980,1980,0.0,366.0,150.0,516.0,516,516,1032,1,0,5,1,2.0,462.0,213,0,116500
24.0,1950,6,1980,1980,0.0,81.0,23.0,716.0,716,840,1556,2,1,6,1,2.0,452.0,161,0,151000
50.0,7000,6,1926,1998,0.0,299.0,555.0,894.0,919,0,919,1,0,5,0,1.0,195.0,0,0,126000
60.0,6000,6,1940,2006,0.0,0.0,720.0,720.0,760,330,1090,1,0,5,0,1.0,240.0,0,0,120000
40.0,3636,4,1922,1950,0.0,0.0,796.0,796.0,796,0,796,1,0,5,0,0.0,0.0,0,0,55000
0.0,5890,6,1930,2007,0.0,538.0,278.0,816.0,816,0,816,1,0,5,0,1.0,432.0,0,0,120500
71.0,6900,5,1940,1955,0.0,403.0,212.0,740.0,778,0,778,1,0,4,1,1.0,924.0,0,25,120500
58.0,8155,5,1930,1950,0.0,0.0,780.0,780.0,780,420,1200,1,0,7,0,0.0,0.0,0,0,119000
75.0,6000,5,1967,1967,0.0,257.0,367.0,624.0,1092,564,1656,1,1,7,1,1.0,288.0,0,180,126000
60.0,7392,5,1930,1995,0.0,0.0,520.0,520.0,912,0,912,1,0,5,0,1.0,360.0,0,90,99500
75.0,9000,5,1958,1958,162.0,330.0,821.0,1151.0,1151,804,1955,2,0,7,0,1.0,356.0,0,0,165500
80.0,14584,1,1952,1952,0.0,0.0,0.0,0.0,733,0,733,1,0,4,0,2.0,487.0,0,0,13100
60.0,5280,4,1895,1950,0.0,0.0,173.0,173.0,825,536,1361,1,0,6,0,1.0,185.0,0,123,89000
50.0,8500,4,1920,1950,0.0,0.0,649.0,649.0,649,668,1317,1,0,6,0,1.0,250.0,0,54,40000
52.0,5150,4,1910,2000,0.0,0.0,356.0,356.0,671,378,1049,1,0,5,0,1.0,195.0,0,0,80900
120.0,18000,3,1935,1950,0.0,0.0,894.0,894.0,894,0,894,1,0,6,0,3.0,1248.0,0,20,81000
60.0,9000,4,1920,1950,0.0,0.0,592.0,592.0,432,432,864,1,1,5,0,1.0,216.0,0,30,65000
64.0,5587,8,2008,2008,186.0,1480.0,120.0,1600.0,1652,0,1652,2,0,5,1,2.0,482.0,162,53,392500
44.0,3843,8,2007,2008,186.0,1476.0,120.0,1596.0,1648,0,1648,2,0,5,1,2.0,525.0,162,53,294464
44.0,3811,7,2004,2005,174.0,1474.0,120.0,1594.0,1646,0,1646,2,0,5,1,2.0,482.0,128,53,250000
44.0,3842,8,2004,2005,174.0,1373.0,221.0,1594.0,1646,0,1646,2,0,5,1,2.0,482.0,128,53,275000
0.0,23730,7,1996,1997,668.0,700.0,1140.0,1840.0,2032,0,2032,3,0,7,0,3.0,786.0,0,46,300000
0.0,13265,8,2002,2002,148.0,1218.0,350.0,1568.0,1689,0,1689,2,0,7,2,3.0,857.0,150,59,271000
0.0,11050,7,1996,1997,0.0,0.0,910.0,910.0,910,910,1820,2,1,8,1,3.0,816.0,318,32,213000
76.0,9880,6,1977,1977,0.0,522.0,574.0,1096.0,1118,0,1118,1,0,6,1,1.0,358.0,203,0,171000
75.0,10125,6,1977,1977,0.0,641.0,276.0,1196.0,1279,0,1279,2,0,6,2,2.0,473.0,238,83,171500
76.0,10260,5,1976,1976,0.0,0.0,0.0,0.0,936,936,1872,2,2,8,0,2.0,484.0,0,0,100000
74.0,9990,4,1991,1991,0.0,1383.0,297.0,1680.0,1689,0,1689,2,0,6,1,2.0,432.0,428,120,228500
0.0,164660,5,1965,1965,0.0,1249.0,103.0,1499.0,1619,167,1786,2,0,7,2,2.0,529.0,670,0,228950
42.0,4084,7,1986,1986,340.0,893.0,384.0,1277.0,1501,0,1501,2,0,6,1,2.0,512.0,240,0,241500
0.0,15498,8,1976,1976,0.0,1165.0,0.0,1565.0,2898,0,2898,2,0,10,1,2.0,665.0,0,72,287000
74.0,11563,8,2006,2007,258.0,1036.0,482.0,1518.0,1537,0,1537,2,0,8,0,3.0,788.0,0,26,294000
71.0,9520,8,2007,2008,338.0,1513.0,125.0,1638.0,1646,0,1646,2,0,7,1,3.0,800.0,192,44,293077
107.0,12852,8,2007,2007,0.0,770.0,150.0,920.0,920,860,1780,2,1,6,1,2.0,612.0,0,192,264966
73.0,9802,5,2006,2007,0.0,0.0,352.0,352.0,712,730,1442,2,1,6,0,2.0,400.0,100,0,172500
73.0,9735,5,2006,2007,0.0,0.0,384.0,384.0,754,640,1394,2,1,7,0,2.0,400.0,100,0,167500
81.0,12018,7,2008,2008,60.0,0.0,796.0,796.0,796,816,1612,2,1,6,0,3.0,666.0,0,64,218689
75.0,12890,6,1989,1989,128.0,0.0,1495.0,1495.0,1495,0,1495,2,0,8,1,2.0,438.0,252,0,150000
47.0,12416,6,1986,1986,132.0,1398.0,0.0,1606.0,1651,0,1651,2,0,7,1,2.0,616.0,192,0,184000
93.0,18265,6,1986,1986,228.0,920.0,276.0,1256.0,1256,0,1256,2,0,6,1,2.0,578.0,282,0,180000
85.0,10200,6,1988,1989,219.0,783.0,678.0,1461.0,1509,0,1509,2,0,5,1,2.0,600.0,224,0,175000
82.0,11202,8,2003,2003,206.0,1029.0,403.0,1432.0,1440,0,1440,2,0,7,1,2.0,467.0,185,95,232500
0.0,7915,6,1999,2000,0.0,1223.0,443.0,1666.0,1675,0,1675,2,0,6,0,2.0,435.0,165,52,195000
85.0,12244,8,2003,2003,226.0,871.0,611.0,1482.0,1482,780,2262,2,1,10,2,3.0,749.0,168,0,305000
79.0,11449,8,2007,2007,0.0,1011.0,873.0,1884.0,1728,0,1728,2,0,7,1,2.0,520.0,0,276,298751
85.0,11447,8,2005,2006,674.0,1571.0,393.0,1964.0,1964,0,1964,2,1,7,1,3.0,892.0,0,265,370000
97.0,8940,7,1997,1998,200.0,1309.0,35.0,1344.0,1344,0,1344,2,0,8,0,4.0,784.0,0,0,209200
78.0,7060,7,1997,1998,200.0,1309.0,35.0,1344.0,1344,0,1344,2,0,8,0,4.0,784.0,0,0,206300
77.0,9278,5,2007,2008,0.0,0.0,1092.0,1092.0,1092,0,1092,1,0,5,0,0.0,0.0,0,52,146000
32.0,4500,6,1997,1997,197.0,864.0,325.0,1189.0,1189,0,1189,2,0,4,0,2.0,392.0,0,122,160500
150.0,14137,4,1964,1964,98.0,865.0,88.0,1200.0,1200,0,1200,1,0,6,0,3.0,850.0,0,119,173000
0.0,4224,5,1975,1975,0.0,769.0,271.0,1040.0,1040,0,1040,1,0,6,0,2.0,499.0,0,100,124000
0.0,2665,5,1976,1976,0.0,0.0,264.0,264.0,616,688,1304,1,1,4,1,1.0,336.0,141,24,115000
41.0,2665,5,1976,1976,0.0,318.0,232.0,550.0,925,550,1475,2,0,6,1,1.0,336.0,92,26,129500
21.0,1974,4,1973,2006,0.0,501.0,25.0,526.0,526,462,988,1,0,5,0,1.0,297.0,120,101,105000
21.0,1596,4,1973,1973,0.0,437.0,25.0,462.0,526,462,988,1,0,4,1,1.0,297.0,0,101,94900
0.0,17979,5,1968,1968,0.0,785.0,328.0,1113.0,1160,0,1160,1,0,6,0,1.0,257.0,81,0,152500
21.0,1477,6,1970,2007,0.0,358.0,188.0,546.0,546,546,1092,2,1,6,0,0.0,0.0,187,0,98000
21.0,1890,4,1972,1972,0.0,495.0,135.0,630.0,630,0,630,1,0,3,0,0.0,0.0,88,0,81000
100.0,21750,5,1954,1954,0.0,0.0,988.0,988.0,988,0,988,1,0,4,0,2.0,520.0,0,0,113000
59.0,6490,5,1983,1983,0.0,534.0,282.0,816.0,816,0,816,1,0,4,0,1.0,264.0,315,0,128500
37.0,6951,5,1984,1985,0.0,658.0,218.0,876.0,923,0,923,1,0,5,0,1.0,264.0,362,0,119500
60.0,6600,5,1982,2008,0.0,641.0,175.0,816.0,816,0,816,1,0,5,1,1.0,264.0,0,0,130500
60.0,6600,5,1982,2003,0.0,816.0,0.0,816.0,816,0,816,1,0,4,0,2.0,816.0,0,0,138000
60.0,6600,5,1982,2005,0.0,638.0,207.0,845.0,845,0,845,1,0,6,0,1.0,264.0,0,0,134500
75.0,12508,6,1940,1985,0.0,660.0,323.0,983.0,983,767,1750,2,0,7,0,1.0,423.0,245,0,160000
74.0,12395,5,1984,1984,0.0,647.0,217.0,864.0,889,0,889,1,0,6,0,2.0,484.0,0,0,137500
0.0,11075,5,1969,1969,232.0,562.0,29.0,784.0,1168,800,1968,2,1,7,1,2.0,530.0,305,189,172000
0.0,56600,5,1900,1950,0.0,0.0,686.0,686.0,1150,686,1836,2,0,7,0,1.0,288.0,0,0,103000
85.0,10667,6,1971,1971,302.0,838.0,749.0,1587.0,1587,0,1587,2,0,7,1,2.0,525.0,0,44,167300
85.0,10628,7,1970,1970,0.0,778.0,499.0,1277.0,1277,0,1277,1,0,5,1,2.0,526.0,0,0,167000
95.0,13651,7,1973,1973,1115.0,1880.0,343.0,2223.0,2223,0,2223,2,0,8,2,2.0,516.0,300,0,244000
95.0,15865,8,1970,1970,0.0,351.0,1043.0,2217.0,2217,0,2217,2,0,8,1,2.0,621.0,81,207,268000
0.0,12394,7,2003,2003,0.0,0.0,847.0,847.0,847,886,1733,2,1,7,1,2.0,433.0,100,48,225000
0.0,10364,6,1995,1996,0.0,0.0,806.0,806.0,806,766,1572,2,1,7,1,2.0,373.0,0,40,168000
0.0,13869,6,1997,1997,0.0,182.0,612.0,794.0,794,676,1470,2,0,6,0,2.0,388.0,0,75,177000
57.0,8773,6,1997,1997,0.0,0.0,916.0,916.0,916,684,1600,2,1,7,1,2.0,460.0,100,38,169000
56.0,8872,6,1997,1997,0.0,0.0,384.0,384.0,754,630,1384,2,1,7,1,2.0,390.0,0,0,161500
41.0,5330,8,2000,2000,0.0,1196.0,298.0,1494.0,1652,0,1652,2,0,6,0,2.0,499.0,96,48,251000
0.0,10147,6,1994,1994,32.0,186.0,206.0,392.0,924,770,1694,2,1,7,1,2.0,398.0,256,64,160000
0.0,8637,6,1999,2000,0.0,871.0,52.0,923.0,947,767,1714,2,1,7,1,2.0,451.0,256,48,180000
63.0,7875,7,1996,1996,0.0,414.0,277.0,691.0,691,862,1553,2,1,6,0,2.0,420.0,0,44,178750
63.0,7875,7,1995,1996,38.0,0.0,1237.0,1237.0,1253,0,1253,2,0,6,1,2.0,402.0,220,21,176000
60.0,7500,6,1999,2003,0.0,0.0,938.0,938.0,957,1342,2299,3,1,7,1,2.0,482.0,188,30,204000
0.0,9556,7,1992,1993,52.0,0.0,1168.0,1168.0,1187,0,1187,2,0,6,0,2.0,420.0,0,21,160000
0.0,10784,7,1991,1992,76.0,0.0,384.0,384.0,802,670,1472,2,1,7,1,2.0,402.0,164,0,160000
0.0,9125,7,1992,1992,170.0,0.0,384.0,384.0,812,670,1482,2,1,7,1,2.0,392.0,100,25,163900
0.0,7655,6,1993,1994,0.0,0.0,903.0,903.0,910,732,1642,2,1,7,1,2.0,392.0,290,84,168000
160.0,18160,6,1964,1964,138.0,550.0,752.0,1302.0,1128,0,1128,1,0,6,1,2.0,480.0,0,108,154204
0.0,3696,8,1986,1986,0.0,0.0,1074.0,1074.0,1088,0,1088,1,1,5,0,2.0,461.0,0,74,170000
0.0,5062,7,1984,1984,0.0,828.0,180.0,1190.0,1190,900,2090,2,0,6,1,2.0,577.0,219,0,207500
38.0,4740,8,1988,1988,0.0,248.0,918.0,1166.0,1179,0,1179,2,0,5,0,2.0,480.0,0,108,182000
35.0,5118,8,1990,1990,0.0,926.0,386.0,1312.0,1321,0,1321,1,0,4,1,2.0,484.0,0,64,212000
86.0,14157,9,2005,2006,200.0,1249.0,673.0,1922.0,1922,0,1922,2,0,8,1,3.0,676.0,178,51,377426
98.0,12328,8,2005,2005,146.0,986.0,163.0,1149.0,1164,1377,2541,3,1,10,1,3.0,729.0,120,32,349265
52.0,51974,9,2006,2007,710.0,1101.0,1559.0,2660.0,2338,0,2338,2,1,8,2,3.0,1110.0,0,135,591587
195.0,41600,5,1969,1990,0.0,1047.0,53.0,1100.0,1424,0,1424,1,1,7,0,3.0,828.0,144,0,155000
61.0,8035,9,2006,2006,165.0,797.0,815.0,1612.0,1612,0,1612,2,0,6,1,2.0,556.0,0,164,319900
60.0,8089,8,2007,2007,0.0,945.0,474.0,1419.0,1419,0,1419,2,0,7,1,2.0,567.0,140,0,392000
85.0,14082,8,2006,2006,945.0,1558.0,662.0,2220.0,2234,0,2234,1,1,7,1,2.0,724.0,390,80,441929
81.0,13870,10,2006,2007,250.0,1152.0,590.0,1742.0,2042,0,2042,2,0,8,1,3.0,724.0,240,52,455000
0.0,12546,6,1981,1981,310.0,678.0,762.0,1440.0,1440,0,1440,2,0,7,1,2.0,467.0,0,0,182900
0.0,10960,6,1984,1984,0.0,256.0,1028.0,1284.0,1284,0,1284,2,0,5,0,2.0,480.0,0,0,174000
78.0,12090,6,1984,2003,74.0,0.0,585.0,585.0,1140,728,1868,3,1,7,1,2.0,477.0,268,112,178000
78.0,12090,7,1981,2003,306.0,321.0,404.0,725.0,725,754,1479,2,1,6,1,2.0,484.0,167,72,176000
93.0,12299,7,1978,1985,67.0,1328.0,201.0,1529.0,1664,0,1664,2,0,7,1,2.0,663.0,0,0,213000
61.0,11339,7,1979,1979,549.0,758.0,22.0,780.0,1085,845,1930,2,1,9,1,2.0,481.0,192,72,192000
92.0,11952,7,1977,1977,0.0,0.0,808.0,808.0,1161,808,1969,2,1,8,1,2.0,534.0,0,0,190000
0.0,12046,6,1976,1976,298.0,156.0,692.0,848.0,1118,912,2030,2,1,8,1,2.0,551.0,0,224,195000
0.0,10395,6,1978,1978,233.0,605.0,427.0,1032.0,1032,0,1032,2,0,6,1,2.0,564.0,0,0,148000
79.0,11850,6,1984,1984,98.0,781.0,372.0,1153.0,1177,0,1177,2,0,6,0,2.0,495.0,204,103,151500
80.0,11584,7,1979,1979,96.0,315.0,114.0,539.0,1040,685,1725,2,1,6,1,2.0,550.0,0,88,197000
80.0,10400,6,1979,1999,253.0,903.0,356.0,1259.0,1353,0,1353,2,0,5,1,2.0,478.0,240,141,192350
80.0,10793,5,1969,1969,263.0,493.0,0.0,780.0,780,840,1620,2,1,7,0,2.0,462.0,208,0,152000
128.0,13001,6,1971,1971,176.0,492.0,1012.0,1625.0,1220,0,1220,2,0,6,1,2.0,944.0,0,0,170000
70.0,12243,5,1971,1971,0.0,998.0,486.0,1484.0,1484,0,1484,2,0,7,1,2.0,487.0,224,0,175000
90.0,11700,6,1968,1968,365.0,384.0,143.0,702.0,1041,702,1743,1,2,7,1,2.0,539.0,224,0,175000
0.0,12384,7,1976,1976,233.0,0.0,793.0,793.0,1142,793,1935,2,1,7,1,2.0,550.0,0,113,197900
64.0,8991,7,1976,1976,130.0,624.0,0.0,1228.0,1324,0,1324,2,0,5,1,2.0,585.0,407,36,174000
80.0,8000,6,1974,1974,0.0,931.0,0.0,1084.0,1084,793,1877,2,1,8,1,2.0,488.0,0,96,178900
70.0,10500,5,1971,2005,82.0,349.0,23.0,372.0,576,533,1109,1,0,5,0,1.0,288.0,35,0,139000
0.0,10530,6,1971,1971,0.0,282.0,664.0,981.0,981,0,981,1,1,5,0,2.0,576.0,0,312,143250
0.0,7472,7,1972,2004,138.0,626.0,99.0,725.0,725,754,1479,1,1,7,0,2.0,484.0,0,32,184000
63.0,9457,5,1970,1990,0.0,566.0,359.0,925.0,1422,0,1422,1,0,7,0,2.0,576.0,252,0,155000
66.0,7920,5,1970,2002,32.0,81.0,214.0,914.0,914,0,914,1,0,5,0,1.0,368.0,120,0,133000
61.0,9758,5,1971,1971,0.0,412.0,251.0,950.0,950,0,950,1,0,5,0,1.0,280.0,0,0,119500
70.0,8294,4,1971,1971,0.0,0.0,858.0,858.0,872,0,872,1,0,5,0,4.0,480.0,0,0,123000
0.0,7340,4,1971,1971,0.0,322.0,536.0,858.0,858,0,858,1,0,4,0,1.0,684.0,0,0,110000
0.0,17199,4,1961,1961,0.0,314.0,600.0,914.0,914,0,914,1,0,4,0,1.0,270.0,140,0,128000
60.0,9000,4,1971,1971,0.0,616.0,248.0,864.0,864,0,864,1,0,5,0,2.0,528.0,0,0,120500
34.0,4058,7,1998,1998,182.0,584.0,0.0,723.0,767,0,767,1,0,4,0,1.0,367.0,120,40,133000
33.0,4113,6,2001,2001,0.0,0.0,1337.0,1337.0,1337,0,1337,2,0,5,1,2.0,511.0,136,68,155000
26.0,10943,6,1997,1998,0.0,930.0,475.0,1405.0,1337,0,1337,2,0,5,1,2.0,522.0,0,68,177000
21.0,2205,6,1973,1973,567.0,312.0,213.0,525.0,525,567,1092,1,1,6,0,1.0,264.0,144,0,113500
21.0,1890,6,1973,1973,285.0,356.0,316.0,672.0,672,546,1218,1,1,7,0,1.0,264.0,144,28,113000
21.0,2058,6,1973,1973,265.0,0.0,672.0,672.0,672,546,1218,1,1,7,0,1.0,264.0,0,28,113700
24.0,2016,5,1970,1970,304.0,0.0,630.0,630.0,630,672,1302,2,1,6,0,2.0,440.0,0,0,106000
24.0,1920,5,1971,1971,376.0,471.0,294.0,765.0,765,600,1365,1,1,6,0,2.0,440.0,240,36,122500
0.0,4928,6,1976,1976,0.0,120.0,958.0,1078.0,958,0,958,2,0,5,1,2.0,440.0,0,205,128000
24.0,2308,6,1976,1976,0.0,556.0,248.0,804.0,804,744,1548,2,1,7,1,2.0,440.0,48,0,155000
24.0,2304,7,1978,1978,0.0,632.0,423.0,1061.0,1055,0,1055,2,0,4,0,1.0,319.0,108,32,142500
65.0,7150,5,1966,1966,52.0,725.0,263.0,988.0,988,0,988,1,0,5,0,1.0,360.0,0,0,129250
96.0,12469,9,2006,2007,378.0,1151.0,639.0,1790.0,1816,0,1816,2,0,7,1,3.0,730.0,186,36,356000
90.0,11694,9,2007,2007,452.0,48.0,1774.0,1822.0,1828,0,1828,2,0,9,1,3.0,774.0,0,108,314813
93.0,12030,8,2007,2007,254.0,0.0,1694.0,1694.0,1694,0,1694,2,0,7,0,3.0,818.0,168,228,318000
91.0,11825,8,2006,2007,302.0,0.0,1694.0,1694.0,1694,0,1694,2,0,7,1,3.0,856.0,0,112,322400
93.0,12085,8,2007,2007,328.0,1004.0,730.0,1734.0,1734,0,1734,2,0,7,1,3.0,928.0,0,0,318000
110.0,14333,8,2007,2007,0.0,1518.0,590.0,2108.0,2122,0,2122,2,1,7,1,3.0,938.0,130,142,345474
107.0,14450,9,2006,2007,315.0,0.0,2121.0,2121.0,2121,0,2121,2,1,8,1,3.0,732.0,124,98,415298
107.0,13641,9,2007,2007,456.0,1304.0,630.0,1934.0,1943,713,2656,2,1,8,1,3.0,1040.0,268,58,492000
110.0,13440,8,2006,2007,190.0,0.0,1108.0,1108.0,1148,1402,2550,2,1,11,1,3.0,670.0,120,39,338931
105.0,15431,10,2005,2006,400.0,1430.0,564.0,1994.0,2046,0,2046,2,1,7,2,3.0,878.0,188,65,450000
109.0,14154,7,2006,2006,350.0,0.0,1063.0,1063.0,1071,1101,2172,2,1,9,1,3.0,947.0,192,62,280000
107.0,13891,9,2007,2007,456.0,1812.0,740.0,2552.0,2552,0,2552,2,0,8,2,3.0,932.0,130,28,479069
110.0,14226,8,2006,2006,375.0,0.0,1935.0,1935.0,1973,0,1973,2,0,9,1,3.0,895.0,315,45,395000
105.0,13693,9,2006,2006,772.0,0.0,2153.0,2153.0,2069,574,2643,2,1,9,1,3.0,694.0,414,84,380000
98.0,11428,8,2006,2006,248.0,0.0,1626.0,1626.0,1634,0,1634,2,0,7,1,3.0,866.0,0,44,250000
110.0,14977,8,2006,2007,304.0,1350.0,626.0,1976.0,1976,0,1976,2,0,7,1,3.0,908.0,250,63,440000
118.0,13654,9,2005,2006,365.0,0.0,1704.0,1704.0,1722,1036,2758,2,1,9,1,3.0,814.0,282,55,418000
59.0,17169,10,2007,2007,970.0,1684.0,636.0,2320.0,2290,0,2290,2,1,7,1,3.0,1174.0,192,30,500067
134.0,16659,8,2007,2008,0.0,0.0,1582.0,1582.0,1582,570,2152,2,1,7,1,2.0,728.0,0,368,260116
76.0,9591,8,2004,2005,344.0,0.0,1143.0,1143.0,1143,1330,2473,2,1,9,1,3.0,852.0,192,151,317000
82.0,9709,8,2007,2007,120.0,778.0,140.0,918.0,958,1142,2100,2,1,8,2,3.0,786.0,172,104,319500
86.0,10562,8,2007,2007,300.0,1288.0,294.0,1582.0,1610,551,2161,1,1,8,1,3.0,789.0,178,120,325624
94.0,13615,9,2006,2006,510.0,0.0,1802.0,1802.0,1802,0,1802,2,1,7,1,3.0,843.0,158,105,372000
99.0,13069,8,2004,2004,502.0,0.0,1706.0,1706.0,1718,1238,2956,2,1,11,1,3.0,916.0,194,50,342000
99.0,12099,8,2004,2004,388.0,970.0,166.0,1136.0,1136,1332,2468,2,1,10,1,3.0,872.0,184,154,354000
110.0,14277,8,2003,2003,280.0,938.0,379.0,1317.0,1217,1168,2385,2,1,7,1,3.0,818.0,192,228,350000
93.0,11999,8,2003,2004,340.0,0.0,1181.0,1181.0,1234,1140,2374,2,1,10,1,3.0,656.0,104,100,285000
0.0,12568,8,2007,2007,246.0,669.0,226.0,895.0,895,923,1818,2,1,8,1,3.0,774.0,196,104,281500
70.0,9926,7,2005,2006,210.0,1178.0,436.0,1614.0,1614,0,1614,2,0,7,0,3.0,878.0,100,38,245700
71.0,9254,8,2005,2005,210.0,119.0,1602.0,1721.0,1721,0,1721,2,0,7,0,2.0,554.0,168,27,232698
92.0,10732,8,2006,2007,0.0,0.0,1298.0,1298.0,1298,530,1828,2,1,7,0,3.0,876.0,0,40,250000
61.0,7577,6,2005,2006,256.0,20.0,1342.0,1362.0,1362,0,1362,2,0,6,1,2.0,460.0,192,28,194700
34.0,3901,6,2005,2006,182.0,866.0,436.0,1302.0,1302,0,1302,1,1,5,1,2.0,631.0,110,50,204000
34.0,3903,6,2005,2006,182.0,1030.0,272.0,1302.0,1302,0,1302,1,1,5,1,2.0,631.0,110,50,200000
41.0,6289,6,2005,2006,256.0,762.0,600.0,1362.0,1362,0,1362,2,0,6,1,2.0,460.0,192,28,207000
34.0,4590,8,2006,2006,108.0,24.0,1530.0,1554.0,1554,0,1554,2,0,6,1,2.0,627.0,156,73,209500
34.0,4590,8,2006,2006,108.0,24.0,1530.0,1554.0,1554,0,1554,2,0,6,1,2.0,627.0,156,73,209500
44.0,6442,8,2006,2006,178.0,24.0,1346.0,1370.0,1370,0,1370,2,0,6,1,2.0,484.0,120,49,202500
48.0,7841,9,2005,2005,394.0,848.0,729.0,1577.0,1577,0,1577,2,0,6,1,2.0,564.0,203,39,280000
60.0,7313,9,2005,2005,246.0,1153.0,408.0,1561.0,1561,0,1561,2,0,6,1,2.0,556.0,203,47,277500
68.0,7820,9,2007,2007,362.0,0.0,1869.0,1869.0,1869,0,1869,2,0,6,1,2.0,617.0,210,54,318061
48.0,6240,8,2006,2006,176.0,24.0,1300.0,1324.0,1324,0,1324,2,0,6,1,2.0,550.0,0,38,221370
48.0,3242,7,2003,2003,235.0,1000.0,405.0,1405.0,1405,0,1405,2,0,6,1,2.0,478.0,136,36,200000
59.0,15810,6,2007,2007,0.0,0.0,768.0,768.0,768,728,1496,3,0,7,0,2.0,572.0,100,0,181755
65.0,10237,6,2005,2006,0.0,0.0,768.0,768.0,768,768,1536,2,1,6,1,2.0,400.0,100,38,176000
65.0,10237,6,2005,2007,0.0,0.0,783.0,783.0,783,701,1484,2,1,8,1,2.0,393.0,0,72,178900
58.0,13204,7,2006,2007,44.0,0.0,608.0,608.0,608,850,1458,2,0,6,0,2.0,454.0,100,33,168165
62.0,8857,6,2006,2006,0.0,0.0,738.0,738.0,738,757,1495,2,1,7,1,2.0,440.0,100,30,171925
63.0,9729,6,2006,2007,0.0,0.0,698.0,698.0,698,1048,1746,2,1,6,1,3.0,350.0,0,34,198444
88.0,12216,6,2005,2005,0.0,918.0,408.0,1326.0,1326,0,1326,2,0,6,0,2.0,388.0,120,23,203000
65.0,9018,7,2007,2007,0.0,0.0,728.0,728.0,728,728,1456,2,1,8,1,2.0,400.0,100,24,179540
73.0,8993,7,2007,2007,0.0,0.0,1302.0,1302.0,1302,0,1302,2,0,6,0,2.0,436.0,0,22,176485
73.0,8899,7,2007,2007,0.0,24.0,1316.0,1340.0,1340,0,1340,2,0,6,0,2.0,396.0,100,30,181134
73.0,8499,6,2006,2007,0.0,0.0,616.0,616.0,616,796,1412,2,1,6,1,2.0,432.0,0,36,156932
72.0,8229,6,2007,2007,22.0,0.0,752.0,752.0,752,752,1504,2,1,6,0,2.0,440.0,100,32,166000
64.0,7713,7,2007,2007,16.0,0.0,728.0,728.0,728,728,1456,2,1,7,0,2.0,400.0,100,24,177594
64.0,7697,7,2007,2007,0.0,0.0,1246.0,1246.0,1258,0,1258,2,0,6,0,2.0,462.0,0,0,173500
53.0,3922,7,2006,2007,72.0,0.0,1258.0,1258.0,1258,0,1258,2,0,6,1,3.0,648.0,144,16,172500
53.0,3922,7,2006,2007,72.0,0.0,1258.0,1258.0,1402,0,1402,0,2,7,1,3.0,648.0,120,16,194201
0.0,3621,8,2003,2003,72.0,1084.0,322.0,1406.0,1589,0,1589,2,0,7,1,3.0,630.0,143,20,226500
53.0,3710,7,2007,2007,16.0,0.0,1266.0,1266.0,1266,0,1266,2,0,6,1,2.0,388.0,100,16,185485
182.0,14572,7,2004,2004,0.0,1300.0,230.0,1530.0,1530,0,1530,2,0,7,1,3.0,630.0,144,36,259000
65.0,16219,7,2004,2005,0.0,779.0,56.0,835.0,1119,0,1119,2,0,5,0,2.0,437.0,100,24,188500
87.0,11084,7,2004,2004,0.0,192.0,192.0,384.0,744,630,1374,2,1,8,1,2.0,400.0,100,0,175000
59.0,11796,7,2004,2005,0.0,0.0,847.0,847.0,847,1112,1959,2,1,8,1,2.0,434.0,100,48,215000
59.0,10936,7,2006,2006,0.0,0.0,1510.0,1510.0,1525,0,1525,2,1,6,1,2.0,534.0,100,18,206580
62.0,8244,7,2004,2004,0.0,0.0,840.0,840.0,840,880,1720,2,1,7,1,2.0,440.0,100,48,183500
0.0,11950,7,2003,2003,0.0,0.0,384.0,384.0,754,640,1394,2,1,7,1,2.0,400.0,100,0,165500
63.0,7875,7,2003,2003,16.0,0.0,847.0,847.0,847,1101,1948,2,1,8,1,2.0,434.0,0,48,211000
0.0,8063,6,2000,2000,0.0,0.0,924.0,924.0,948,742,1690,2,1,7,1,2.0,463.0,100,48,181000
